Date,Day,Positive Tests,Not Positive Tests,Total Tests,Tests - Age 0-17,Tests - Age 18-29,Tests - Age 30-39,Tests - Age 40-49,Tests - Age 50-59,Tests - Age 60-69,Tests - Age 70-79,Tests - Age 80+,Tests - Age Unknown,Tests - Female,Tests - Male,Tests - Gender Unknown,Tests - Latinx,Tests - Asian Non-Latinx,Tests - Black Non-Latinx,Tests - White Non-Latinx,Tests - Other Race Non-Latinx,Tests - Unknown Race/Ethnicity,Positive Tests - Age 0-17,Positive Tests - Age 18-29,Positive Tests - Age 30-39,Positive Tests - Age 40-49,Positive Tests - Age 50-59,Positive Tests - Age 60-69,Positive Tests - Age 70-79,Positive Tests - Age 80+,Positive Tests - Age Unknown,Positive Tests - Female,Positive Tests - Male,Positive Tests - Unknown Gender,Positive Tests - Latinx,Positive Tests - Asian Non-Latinx,Positive Tests - Black Non-Latinx,Positive Tests - White Non-Latinx,Positive Tests - Other Race Non-Latinx,Positive Tests - Unknown Race/Ethnicity,Not-Positive Tests - Age 0-17,Not-Positive Tests - Age 18-29,Not-Positive Tests - Age 30-39,Not-Positive Tests - Age 40-49,Not-Positive Tests - Age 50-59,Not-Positive Tests - Age 60-69,Not-Positive Tests - Age 70-79,Not-Positive Tests - Age 80+,Not-Positive Tests - Age Unknown,Not-Positive Tests - Female,Not-Positive Tests - Male,Not-Positive Tests - Gender Unknown,Not-Positive Tests - Latinx,Not-Positive Tests - Asian Non-Latinx,Not-Positive Tests - Black Non-Latinx,Not-Positive Tests - White Non-Latinx,Not-Positive Tests - Other Race Non-Latinx,Not-Positive Tests - Unknown Race/Ethnicity
02/21/2021,Sunday,185,5097,5282,557,1630,1013,634,594,446,222,184,2,2649,2516,117,607,265,1061,1660,240,1449,18,54,36,30,22,10,10,5,0,95,90,0,34,5,46,72,11,17,539,1576,977,604,572,436,212,179,2,2554,2426,117,573,260,1015,1588,229,1432
12/15/2020,Tuesday,1926,17128,19054,1437,4861,3968,2642,2472,1951,988,727,8,10340,8381,333,3501,682,3173,4568,834,6296,232,437,320,306,284,194,93,59,1,971,947,8,865,60,340,378,86,197,1205,4424,3648,2336,2188,1757,895,668,7,9369,7434,325,2636,622,2833,4190,748,6099
12/11/2021,Saturday,1054,14668,15722,3071,3567,3066,2113,1659,1271,656,314,5,8205,7402,115,1841,925,3199,4310,1779,3668,197,251,208,162,110,77,39,10,0,545,506,3,167,33,246,318,103,187,2874,3316,2858,1951,1549,1194,617,304,5,7660,6896,112,1674,892,2953,3992,1676,3481
08/11/2020,Tuesday,458,9502,9960,704,2687,2045,1377,1208,1029,549,355,6,5576,4094,290,1778,280,2158,2395,327,3022,51,126,90,83,53,40,11,3,1,228,227,3,210,7,105,94,12,30,653,2561,1955,1294,1155,989,538,352,5,5348,3867,287,1568,273,2053,2301,315,2992
02/24/2022,Thursday,280,39113,39393,20839,5124,3902,3236,2830,1899,905,654,4,21292,17422,679,9503,1739,10894,7109,2389,7759,74,59,53,35,24,15,13,7,0,151,126,3,62,26,45,94,19,34,20765,5065,3849,3201,2806,1884,892,647,4,21141,17296,676,9441,1713,10849,7015,2370,7725
11/08/2021,Monday,694,35887,36581,13177,5964,5415,4195,3526,2506,1111,680,7,18984,17115,482,7587,1924,7930,9254,2800,7086,190,131,128,121,67,31,15,11,0,346,347,1,109,22,160,220,87,96,12987,5833,5287,4074,3459,2475,1096,669,7,18638,16768,481,7478,1902,7770,9034,2713,6990
04/26/2020,Sunday,443,1342,1785,94,321,336,263,287,257,125,100,2,945,833,7,390,62,358,320,45,610,13,81,58,84,76,56,35,40,0,237,206,0,168,17,94,64,16,84,81,240,278,179,211,201,90,60,2,708,627,7,222,45,264,256,29,526
09/12/2021,Sunday,285,6634,6919,1566,1368,1423,792,674,587,332,172,5,3730,3134,55,1063,409,1342,2045,418,1642,57,67,59,42,26,22,11,1,0,173,112,0,48,18,90,79,19,31,1509,1301,1364,750,648,565,321,171,5,3557,3022,55,1015,391,1252,1966,399,1611
04/23/2020,Thursday,1468,3232,4700,148,658,744,748,789,747,475,370,21,2390,2151,159,975,100,1190,652,178,1605,29,206,207,221,242,238,158,161,6,771,683,14,528,24,458,197,64,197,119,452,537,527,547,509,317,209,15,1619,1468,145,447,76,732,455,114,1408
04/21/2020,Tuesday,876,2271,3147,164,537,599,503,543,387,219,192,3,1646,1468,33,722,66,775,514,112,958,21,150,162,162,157,105,58,61,0,443,431,2,415,14,196,130,36,85,143,387,437,341,386,282,161,131,3,1203,1037,31,307,52,579,384,76,873
02/23/2021,Tuesday,376,15615,15991,756,4674,3056,2090,2066,1657,855,832,5,8740,6804,447,1891,941,2880,4114,662,5503,36,104,75,44,65,33,12,7,0,185,191,0,125,21,75,104,17,34,720,4570,2981,2046,2001,1624,843,825,5,8555,6613,447,1766,920,2805,4010,645,5469
09/23/2021,Thursday,468,22029,22497,5702,4779,4186,2775,2122,1700,754,472,7,12246,9980,271,3735,1785,4196,5609,2290,4882,94,115,102,60,40,31,17,9,0,253,214,1,91,15,114,163,36,49,5608,4664,4084,2715,2082,1669,737,463,7,11993,9766,270,3644,1770,4082,5446,2254,4833
03/13/2022,Sunday,101,5048,5149,726,1095,1007,724,677,485,293,139,3,2568,2345,236,579,247,1030,1222,204,1867,13,20,30,18,7,8,2,3,0,64,36,1,20,5,10,41,6,19,713,1075,977,706,670,477,291,136,3,2504,2309,235,559,242,1020,1181,198,1848
07/03/2021,Saturday,51,5376,5427,601,1184,1193,1031,754,385,191,86,2,2779,2633,15,617,230,841,849,136,2754,7,13,21,6,2,1,0,1,0,27,24,0,13,2,18,12,0,6,594,1171,1172,1025,752,384,191,85,2,2752,2609,15,604,228,823,837,136,2748
03/16/2022,Wednesday,268,30689,30957,17840,3339,2990,2351,2050,1462,626,286,13,16344,13985,628,8504,1594,9809,5132,1301,4617,64,56,68,34,21,14,9,1,1,125,140,3,44,15,31,123,22,33,17776,3283,2922,2317,2029,1448,617,285,12,16219,13845,625,8460,1579,9778,5009,1279,4584
07/26/2021,Monday,330,12616,12946,1436,3031,2757,2097,1628,1010,528,444,15,6874,5962,110,1370,502,2146,2533,525,5870,64,83,85,33,33,19,7,6,0,177,153,0,57,12,94,99,14,54,1372,2948,2672,2064,1595,991,521,438,15,6697,5809,110,1313,490,2052,2434,511,5816
12/07/2020,Monday,2424,18769,21193,1574,5395,4450,3125,2754,2128,1076,686,5,11467,9299,427,4103,911,3677,4705,879,6918,309,544,475,391,330,213,108,54,0,1238,1180,6,1052,82,455,470,104,261,1265,4851,3975,2734,2424,1915,968,632,5,10229,8119,421,3051,829,3222,4235,775,6657
10/10/2021,Sunday,208,6371,6579,1179,1311,1379,891,731,621,306,155,6,3480,3045,54,838,500,1404,1978,708,1151,39,48,43,27,21,16,10,4,0,112,94,2,40,13,47,82,14,12,1140,1263,1336,864,710,605,296,151,6,3368,2951,52,798,487,1357,1896,694,1139
01/06/2022,Thursday,6789,29648,36437,7411,7307,6671,4861,4409,3166,1567,1030,15,20090,15426,921,5526,2001,6906,8740,2675,10589,1077,1504,1322,949,830,608,287,208,4,3629,3115,45,1565,326,1206,1568,470,1654,6334,5803,5349,3912,3579,2558,1280,822,11,16461,12311,876,3961,1675,5700,7172,2205,8935
08/03/2021,Tuesday,445,15286,15731,1304,4276,3504,2433,2003,1279,540,385,7,7941,7636,154,1755,619,2397,3711,720,6529,55,145,99,58,38,32,9,9,0,228,217,0,97,22,108,157,15,46,1249,4131,3405,2375,1965,1247,531,376,7,7713,7419,154,1658,597,2289,3554,705,6483
08/23/2020,Sunday,139,2734,2873,238,792,563,335,347,287,194,112,5,1583,1275,15,337,110,652,853,150,771,9,41,16,24,18,13,15,3,0,73,66,0,48,2,27,42,5,15,229,751,547,311,329,274,179,109,5,1510,1209,15,289,108,625,811,145,756
06/14/2020,Sunday,122,2080,2202,114,401,387,290,329,287,218,164,12,1230,951,21,275,42,513,551,83,738,11,29,18,22,21,12,5,4,0,66,56,0,57,2,30,10,8,15,103,372,369,268,308,275,213,160,12,1164,895,21,218,40,483,541,75,723
01/01/2022,Saturday,2008,7671,9679,2124,1891,1733,1389,1159,734,362,272,15,5048,4512,119,1469,654,1649,2110,568,3229,357,404,375,297,250,167,94,60,4,1062,929,17,459,74,532,425,131,387,1767,1487,1358,1092,909,567,268,212,11,3986,3583,102,1010,580,1117,1685,437,2842
05/12/2020,Tuesday,1078,4312,5390,298,960,1008,893,849,698,417,258,9,2840,2464,86,1364,100,985,868,166,1907,60,210,199,211,180,110,61,46,1,549,528,1,581,13,199,146,23,116,238,750,809,682,669,588,356,212,8,2291,1936,85,783,87,786,722,143,1791
11/17/2021,Wednesday,898,28951,29849,8550,6001,5192,3711,2854,2032,926,577,6,15991,13389,469,4527,1625,7063,7244,2609,6781,186,203,187,131,85,43,26,37,0,460,438,0,136,20,179,327,96,140,8364,5798,5005,3580,2769,1989,900,540,6,15531,12951,469,4391,1605,6884,6917,2513,6641
11/23/2021,Tuesday,837,32274,33111,10779,5704,5859,4006,3229,2063,877,583,11,18018,14271,822,5750,1833,6797,9270,3236,6225,191,191,176,106,70,51,29,23,0,406,430,1,140,24,177,289,78,129,10588,5513,5683,3900,3159,2012,848,560,11,17612,13841,821,5610,1809,6620,8981,3158,6096
03/24/2021,Wednesday,602,12343,12945,1071,3866,2432,1713,1433,1284,662,484,0,6786,5976,183,1982,660,2726,3596,450,3531,63,191,149,74,65,40,12,8,0,300,301,1,152,15,138,217,19,61,1008,3675,2283,1639,1368,1244,650,476,0,6486,5675,182,1830,645,2588,3379,431,3470
09/07/2020,Monday,101,2336,2437,174,539,451,307,348,302,200,114,2,1242,1156,39,244,66,742,644,105,636,6,26,23,9,12,16,4,5,0,51,50,0,32,1,28,23,6,11,168,513,428,298,336,286,196,109,2,1191,1106,39,212,65,714,621,99,625
12/07/2021,Tuesday,1387,36202,37589,14336,6079,5586,4006,3470,2245,1081,743,43,20108,16474,1007,6960,1732,8542,9029,3775,7551,317,316,268,179,141,93,44,25,4,706,677,4,224,32,337,376,180,238,14019,5763,5318,3827,3329,2152,1037,718,39,19402,15797,1003,6736,1700,8205,8653,3595,7313
02/17/2022,Thursday,386,31437,31823,14346,5370,3632,2837,2517,1670,832,610,9,17134,14138,551,7319,1597,9154,6283,1724,5746,100,83,65,42,37,25,23,11,0,197,185,4,84,30,55,104,22,91,14246,5287,3567,2795,2480,1645,809,599,9,16937,13953,547,7235,1567,9099,6179,1702,5655
07/20/2020,Monday,468,9542,10010,687,2348,2130,1321,1337,1178,626,377,6,5327,4442,241,1805,318,2016,2576,410,2885,56,120,97,71,56,44,18,6,0,241,223,4,215,14,113,82,12,32,631,2228,2033,1250,1281,1134,608,371,6,5086,4219,237,1590,304,1903,2494,398,2853
07/23/2020,Thursday,370,7710,8080,553,2051,1752,1137,1028,856,414,279,10,4317,3459,304,1343,229,1811,1710,283,2704,37,118,77,55,37,21,16,6,3,212,157,1,116,13,93,94,17,37,516,1933,1675,1082,991,835,398,273,7,4105,3302,303,1227,216,1718,1616,266,2667
11/22/2021,Monday,915,36614,37529,12522,6539,6273,4542,3689,2478,980,494,12,20055,17013,461,6691,2418,8376,10200,2998,6846,222,164,180,130,95,71,26,27,0,463,450,2,166,27,228,267,78,149,12300,6375,6093,4412,3594,2407,954,467,12,19592,16563,459,6525,2391,8148,9933,2920,6697
08/08/2020,Saturday,197,3782,3979,322,1024,778,548,447,449,254,143,14,2149,1801,29,595,104,850,950,166,1314,25,58,30,31,18,22,6,6,1,105,92,0,79,6,43,44,7,18,297,966,748,517,429,427,248,137,13,2044,1709,29,516,98,807,906,159,1296
10/31/2021,Sunday,277,7197,7474,1418,1504,1504,1085,859,601,319,179,5,3917,3439,118,918,502,1398,2371,793,1492,62,37,67,45,28,23,8,7,0,151,126,0,40,9,71,116,24,17,1356,1467,1437,1040,831,578,311,172,5,3766,3313,118,878,493,1327,2255,769,1475
06/15/2020,Monday,353,6342,6695,392,1358,1291,881,933,926,540,362,12,3694,2831,170,1101,155,1368,1444,238,2389,39,85,55,59,45,48,12,10,0,194,158,1,155,8,77,52,16,45,353,1273,1236,822,888,878,528,352,12,3500,2673,169,946,147,1291,1392,222,2344
05/23/2020,Saturday,405,3041,3446,207,582,585,522,579,504,279,182,6,1747,1661,38,660,55,717,560,146,1308,32,82,70,69,68,42,22,19,1,211,194,0,198,12,91,43,12,49,175,500,515,453,511,462,257,163,5,1536,1467,38,462,43,626,517,134,1259
12/20/2021,Monday,6465,46078,52543,6652,14001,12030,7389,5706,3756,1890,1078,41,28540,23298,705,5747,2343,10058,15571,6214,12610,920,1904,1589,939,586,313,143,68,3,3434,2979,52,871,192,1656,1944,570,1232,5732,12097,10441,6450,5120,3443,1747,1010,38,25106,20319,653,4876,2151,8402,13627,5644,11378
10/08/2021,Friday,408,19983,20391,5257,3915,3730,2646,2217,1609,681,321,15,11188,8859,344,2911,1142,4554,5266,2072,4446,74,96,69,57,53,31,20,8,0,214,194,0,59,11,106,166,24,42,5183,3819,3661,2589,2164,1578,661,313,15,10974,8665,344,2852,1131,4448,5100,2048,4404
07/16/2020,Thursday,377,8179,8556,548,2021,1772,1143,1126,1028,572,334,12,4625,3609,322,1658,231,1873,1948,416,2430,28,123,82,49,35,32,13,13,2,198,178,1,141,8,93,84,11,40,520,1898,1690,1094,1091,996,559,321,10,4427,3431,321,1517,223,1780,1864,405,2390
08/18/2020,Tuesday,456,9730,10186,737,2721,2042,1453,1308,1038,572,306,9,5651,4296,239,1848,323,2102,2451,413,3049,55,141,94,64,52,25,19,6,0,226,227,3,235,10,72,103,10,26,682,2580,1948,1389,1256,1013,553,300,9,5425,4069,236,1613,313,2030,2348,403,3023
04/13/2020,Monday,695,1630,2325,68,351,490,410,421,314,164,105,2,1257,1049,19,462,81,604,431,106,641,8,98,115,123,156,97,57,40,1,362,333,0,262,31,220,100,27,55,60,253,375,287,265,217,107,65,1,895,716,19,200,50,384,331,79,586
10/29/2021,Friday,448,20771,21219,5879,4033,3639,2650,2246,1631,692,443,6,11632,9393,194,3303,1470,4397,5582,1940,4527,96,77,95,76,49,30,15,10,0,214,233,1,90,33,84,133,69,39,5783,3956,3544,2574,2197,1601,677,433,6,11418,9160,193,3213,1437,4313,5449,1871,4488
08/13/2021,Friday,676,17237,17913,1445,4309,4209,2980,2194,1357,753,661,5,9377,8372,164,1771,604,2517,3905,806,8310,101,186,165,83,68,43,20,10,0,295,381,0,148,25,163,253,14,73,1344,4123,4044,2897,2126,1314,733,651,5,9082,7991,164,1623,579,2354,3652,792,8237
03/07/2021,Sunday,203,4454,4657,372,1404,922,619,563,402,235,140,0,2258,2312,87,646,260,947,1515,271,1018,14,49,45,41,26,14,10,4,0,98,105,0,68,16,32,67,14,6,358,1355,877,578,537,388,225,136,0,2160,2207,87,578,244,915,1448,257,1012
03/04/2020,Wednesday,0,11,11,0,1,4,0,4,0,2,0,0,5,6,0,0,1,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,2,0,0,5,6,0,0,1,1,3,1,5
11/18/2021,Thursday,794,29649,30443,8926,5919,5236,3771,3073,1989,961,497,71,16179,13861,403,4866,1604,7447,7904,2471,6151,186,166,190,109,74,35,20,12,2,408,384,2,116,26,156,273,73,150,8740,5753,5046,3662,2999,1954,941,485,69,15771,13477,401,4750,1578,7291,7631,2398,6001
08/29/2020,Saturday,260,4804,5064,464,1334,1000,729,574,502,320,136,5,2818,2203,43,947,211,931,1271,212,1492,27,83,38,44,29,27,11,1,0,137,123,0,129,5,30,63,4,29,437,1251,962,685,545,475,309,135,5,2681,2080,43,818,206,901,1208,208,1463
