Date,Day,Positive Tests,Not Positive Tests,Total Tests,Tests - Age 0-17,Tests - Age 18-29,Tests - Age 30-39,Tests - Age 40-49,Tests - Age 50-59,Tests - Age 60-69,Tests - Age 70-79,Tests - Age 80+,Tests - Age Unknown,Tests - Female,Tests - Male,Tests - Gender Unknown,Tests - Latinx,Tests - Asian Non-Latinx,Tests - Black Non-Latinx,Tests - White Non-Latinx,Tests - Other Race Non-Latinx,Tests - Unknown Race/Ethnicity,Positive Tests - Age 0-17,Positive Tests - Age 18-29,Positive Tests - Age 30-39,Positive Tests - Age 40-49,Positive Tests - Age 50-59,Positive Tests - Age 60-69,Positive Tests - Age 70-79,Positive Tests - Age 80+,Positive Tests - Age Unknown,Positive Tests - Female,Positive Tests - Male,Positive Tests - Unknown Gender,Positive Tests - Latinx,Positive Tests - Asian Non-Latinx,Positive Tests - Black Non-Latinx,Positive Tests - White Non-Latinx,Positive Tests - Other Race Non-Latinx,Positive Tests - Unknown Race/Ethnicity,Not-Positive Tests - Age 0-17,Not-Positive Tests - Age 18-29,Not-Positive Tests - Age 30-39,Not-Positive Tests - Age 40-49,Not-Positive Tests - Age 50-59,Not-Positive Tests - Age 60-69,Not-Positive Tests - Age 70-79,Not-Positive Tests - Age 80+,Not-Positive Tests - Age Unknown,Not-Positive Tests - Female,Not-Positive Tests - Male,Not-Positive Tests - Gender Unknown,Not-Positive Tests - Latinx,Not-Positive Tests - Asian Non-Latinx,Not-Positive Tests - Black Non-Latinx,Not-Positive Tests - White Non-Latinx,Not-Positive Tests - Other Race Non-Latinx,Not-Positive Tests - Unknown Race/Ethnicity
03/25/2021,Thursday,731,12979,13710,1153,4166,2799,1765,1678,1182,600,363,4,7222,6178,310,1817,729,2499,4354,642,3669,79,259,172,93,59,42,20,7,0,333,398,0,173,30,143,293,33,59,1074,3907,2627,1672,1619,1140,580,356,4,6889,5780,310,1644,699,2356,4061,609,3610
07/01/2021,Thursday,46,6200,6246,881,1366,1342,862,751,568,307,164,5,3194,2955,97,872,459,1490,1446,293,1686,7,12,12,6,1,5,3,0,0,23,23,0,10,2,11,16,1,6,874,1354,1330,856,750,563,304,164,5,3171,2932,97,862,457,1479,1430,292,1680
09/06/2021,Monday,256,6632,6888,1166,1203,1156,913,810,818,465,348,9,3570,3281,37,824,400,1415,1747,191,2311,55,54,54,38,23,21,6,4,1,130,126,0,49,11,78,85,2,31,1111,1149,1102,875,787,797,459,344,8,3440,3155,37,775,389,1337,1662,189,2280
12/04/2021,Saturday,762,13850,14612,2716,3094,2792,2066,1693,1240,670,335,6,7596,6840,176,1884,955,2932,3556,1613,3672,165,180,156,84,84,47,25,21,0,405,355,2,140,23,189,212,54,144,2551,2914,2636,1982,1609,1193,645,314,6,7191,6485,174,1744,932,2743,3344,1559,3528
02/10/2021,Wednesday,410,13066,13476,752,4372,2568,1664,1457,1307,694,578,84,6997,6006,473,1488,673,2609,3952,561,4193,51,110,73,46,49,33,28,20,0,191,219,0,106,16,101,130,20,37,701,4262,2495,1618,1408,1274,666,558,84,6806,5787,473,1382,657,2508,3822,541,4156
11/28/2021,Sunday,613,12260,12873,2952,2737,2500,1678,1403,965,435,196,7,6613,6148,112,1495,718,2388,4092,1304,2876,95,133,127,108,66,46,18,20,0,298,313,2,94,18,127,228,58,88,2857,2604,2373,1570,1337,919,417,176,7,6315,5835,110,1401,700,2261,3864,1246,2788
03/15/2021,Monday,421,16166,16587,1094,4770,3250,2114,2147,1717,862,624,9,8549,7804,234,2312,934,3374,4737,725,4505,44,118,86,68,35,45,16,9,0,229,192,0,114,31,98,124,23,31,1050,4652,3164,2046,2112,1672,846,615,9,8320,7612,234,2198,903,3276,4613,702,4474
03/06/2020,Friday,3,13,16,0,5,1,3,2,3,1,0,1,7,9,0,2,0,3,5,0,6,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,5,1,1,2,2,1,0,1,7,6,0,2,0,3,2,0,6
04/16/2021,Friday,821,13893,14714,1168,4382,2685,1969,1846,1489,754,418,3,7747,6731,236,2102,921,3040,3897,530,4224,124,239,160,118,81,59,23,17,0,452,368,1,246,25,277,181,17,75,1044,4143,2525,1851,1765,1430,731,401,3,7295,6363,235,1856,896,2763,3716,513,4149
05/24/2021,Monday,262,13440,13702,1535,2929,2499,1889,1898,1596,835,475,46,7200,6343,159,1907,720,3113,2918,597,4447,51,60,48,38,31,16,14,4,0,136,122,4,60,7,110,39,12,34,1484,2869,2451,1851,1867,1580,821,471,46,7064,6221,155,1847,713,3003,2879,585,4413
03/14/2021,Sunday,215,5051,5266,427,1522,1010,705,626,504,288,179,5,2747,2447,72,653,264,983,1698,327,1341,22,67,42,39,21,17,6,1,0,105,110,0,48,16,39,83,11,18,405,1455,968,666,605,487,282,178,5,2642,2337,72,605,248,944,1615,316,1323
06/06/2021,Sunday,67,3754,3821,536,873,770,518,433,339,211,135,6,1958,1843,20,502,193,892,930,119,1185,12,19,9,10,7,6,4,0,0,39,28,0,19,0,28,12,3,5,524,854,761,508,426,333,207,135,6,1919,1815,20,483,193,864,918,116,1180
02/12/2021,Friday,414,11531,11945,615,4032,2319,1508,1409,1129,537,393,3,6270,5271,404,1439,773,2052,3347,454,3880,44,126,74,53,38,46,23,10,0,180,234,0,133,19,85,122,21,34,571,3906,2245,1455,1371,1083,514,383,3,6090,5037,404,1306,754,1967,3225,433,3846
03/13/2020,Friday,11,108,119,11,25,31,16,15,9,8,4,0,49,50,20,13,6,13,23,0,64,0,2,4,1,1,2,0,1,0,4,7,0,2,1,2,5,0,1,11,23,27,15,14,7,8,3,0,45,43,20,11,5,11,18,0,63
03/05/2020,Thursday,1,12,13,0,2,0,3,4,2,1,1,0,3,10,0,2,0,5,3,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,3,3,2,1,1,0,2,10,0,2,0,4,3,0,3
06/26/2021,Saturday,26,4734,4760,679,985,899,705,660,480,240,112,0,2523,2220,17,539,217,959,797,137,2111,3,4,8,5,1,2,2,1,0,17,9,0,6,3,10,6,0,1,676,981,891,700,659,478,238,111,0,2506,2211,17,533,214,949,791,137,2110
03/14/2022,Monday,218,31721,31939,17004,3531,3144,2610,2407,1744,872,625,2,17050,14327,562,7735,1692,9657,5831,1276,5748,42,44,46,27,29,19,6,5,0,112,106,0,50,14,25,78,15,36,16962,3487,3098,2583,2378,1725,866,620,2,16938,14221,562,7685,1678,9632,5753,1261,5712
07/30/2020,Thursday,427,7892,8319,645,2159,1759,1171,994,820,414,347,10,4577,3452,290,1744,274,1646,1936,325,2394,55,104,95,67,57,27,11,10,1,220,204,3,204,14,92,82,5,30,590,2055,1664,1104,937,793,403,337,9,4357,3248,287,1540,260,1554,1854,320,2364
08/28/2021,Saturday,377,9405,9782,1335,2247,1989,1506,1124,874,449,257,1,5258,4469,55,1138,432,1596,2002,325,4289,71,95,71,55,34,31,12,8,0,194,183,0,84,11,120,103,10,49,1264,2152,1918,1451,1090,843,437,249,1,5064,4286,55,1054,421,1476,1899,315,4240
04/04/2021,Sunday,348,4153,4501,721,1112,835,588,470,398,228,143,6,2317,2152,32,637,274,963,1395,146,1086,50,82,75,66,36,18,15,6,0,176,172,0,86,24,95,105,7,31,671,1030,760,522,434,380,213,137,6,2141,1980,32,551,250,868,1290,139,1055
05/05/2020,Tuesday,1198,4047,5245,266,926,959,865,909,689,362,260,9,2626,2475,144,1295,103,952,764,175,1956,55,228,227,230,224,128,62,39,5,621,570,7,617,14,216,150,42,159,211,698,732,635,685,561,300,221,4,2005,1905,137,678,89,736,614,133,1797
09/30/2020,Wednesday,503,11917,12420,730,3659,2521,1642,1532,1291,600,442,3,6539,5518,363,1802,515,2269,3055,389,4390,52,143,98,65,70,43,19,13,0,257,246,0,206,11,85,123,27,51,678,3516,2423,1577,1462,1248,581,429,3,6282,5272,363,1596,504,2184,2932,362,4339
02/12/2022,Saturday,293,6477,6770,779,1256,1342,964,906,739,457,316,11,3557,2983,230,982,431,1447,1526,282,2102,53,50,57,32,33,30,26,12,0,153,137,3,62,18,47,95,14,57,726,1206,1285,932,873,709,431,304,11,3404,2846,227,920,413,1400,1431,268,2045
08/10/2020,Monday,481,9216,9697,757,2490,2004,1293,1236,972,575,357,13,5349,4070,278,2015,316,1964,2397,297,2708,55,137,91,78,63,30,20,7,0,244,236,1,261,11,70,101,12,26,702,2353,1913,1215,1173,942,555,350,13,5105,3834,277,1754,305,1894,2296,285,2682
01/05/2022,Wednesday,7807,31665,39472,7504,8625,7449,5420,4481,3380,1546,1043,24,21546,16988,938,6424,2222,7493,8821,3530,10982,1347,1807,1464,1085,916,666,323,195,4,4215,3521,71,1908,344,1539,1768,464,1784,6157,6818,5985,4335,3565,2714,1223,848,20,17331,13467,867,4516,1878,5954,7053,3066,9198
07/12/2021,Monday,105,10999,11104,1041,2346,2291,1816,1524,1173,531,363,19,5718,5265,121,1176,404,1981,1763,339,5441,11,31,25,13,9,7,7,2,0,56,49,0,19,6,36,35,2,7,1030,2315,2266,1803,1515,1166,524,361,19,5662,5216,121,1157,398,1945,1728,337,5434
03/03/2021,Wednesday,398,13992,14390,914,4884,2700,1804,1642,1289,618,533,6,7606,6507,277,1965,846,2969,4451,668,3491,54,107,79,57,40,31,20,10,0,194,204,0,110,20,96,113,32,27,860,4777,2621,1747,1602,1258,598,523,6,7412,6303,277,1855,826,2873,4338,636,3464
06/14/2021,Monday,84,10503,10587,1185,2098,1987,1421,1474,1285,663,451,23,5686,4847,54,1426,607,2429,2138,379,3608,14,19,26,8,8,6,2,1,0,48,36,0,25,2,35,8,3,11,1171,2079,1961,1413,1466,1279,661,450,23,5638,4811,54,1401,605,2394,2130,376,3597
10/22/2020,Thursday,1397,14512,15909,1140,4805,3487,2110,1765,1399,690,507,6,8644,6847,418,2977,651,2285,4069,630,5297,152,368,330,227,143,99,52,25,1,725,669,3,624,29,192,352,49,151,988,4437,3157,1883,1622,1300,638,482,5,7919,6178,415,2353,622,2093,3717,581,5146
06/17/2021,Thursday,47,7751,7798,1024,1740,1575,1026,974,820,426,210,3,4077,3665,56,989,547,1644,1938,390,2290,11,9,9,4,3,10,1,0,0,23,23,1,13,1,11,15,2,5,1013,1731,1566,1022,971,810,425,210,3,4054,3642,55,976,546,1633,1923,388,2285
03/10/2021,Wednesday,370,14054,14424,862,4717,2796,1844,1660,1440,669,428,8,7572,6560,292,1888,815,3125,3962,706,3928,59,110,63,46,47,23,12,9,1,181,189,0,113,13,65,123,15,41,803,4607,2733,1798,1613,1417,657,419,7,7391,6371,292,1775,802,3060,3839,691,3887
11/11/2020,Wednesday,2660,15592,18252,1420,5230,3808,2453,2111,1707,883,637,3,9825,7961,466,2538,720,2941,4361,740,6952,280,719,554,398,351,215,87,56,0,1411,1236,13,806,96,470,747,126,415,1140,4511,3254,2055,1760,1492,796,581,3,8414,6725,453,1732,624,2471,3614,614,6537
10/03/2020,Saturday,239,5086,5325,408,1309,1110,697,664,615,336,182,4,2887,2395,43,754,180,955,1435,201,1800,24,58,49,43,28,22,10,5,0,124,115,0,86,9,40,77,10,17,384,1251,1061,654,636,593,326,177,4,2763,2280,43,668,171,915,1358,191,1783
10/30/2021,Saturday,340,10240,10580,2008,2118,2118,1500,1214,900,474,244,4,5588,4925,67,1304,781,1879,2705,1293,2618,64,73,77,40,35,25,18,8,0,172,166,2,73,21,75,119,33,19,1944,2045,2041,1460,1179,875,456,236,4,5416,4759,65,1231,760,1804,2586,1260,2599
07/15/2021,Thursday,148,10455,10603,1097,2260,2263,1765,1440,1062,452,259,5,5480,5033,90,987,351,1595,1784,248,5638,15,55,35,20,12,8,3,0,0,81,67,0,18,7,53,50,2,18,1082,2205,2228,1745,1428,1054,449,259,5,5399,4966,90,969,344,1542,1734,246,5620
12/08/2020,Tuesday,2323,17704,20027,1444,4986,4055,2946,2713,2054,1066,755,8,10670,9076,281,3884,799,3302,3939,653,7450,283,520,424,371,337,203,118,66,1,1187,1131,5,1003,83,394,441,101,301,1161,4466,3631,2575,2376,1851,948,689,7,9483,7945,276,2881,716,2908,3498,552,7149
09/22/2020,Tuesday,401,11068,11469,789,3321,2353,1466,1395,1202,597,339,7,6163,4925,381,2077,392,1891,2727,368,4014,46,115,80,62,43,26,17,12,0,205,193,3,201,8,56,91,4,41,743,3206,2273,1404,1352,1176,580,327,7,5958,4732,378,1876,384,1835,2636,364,3973
09/24/2020,Thursday,472,9726,10198,794,2956,2158,1380,1164,943,463,331,9,5413,4460,325,1789,366,1717,2399,338,3589,53,135,100,73,47,37,16,11,0,234,237,1,227,13,41,148,8,35,741,2821,2058,1307,1117,906,447,320,9,5179,4223,324,1562,353,1676,2251,330,3554
11/29/2021,Monday,1664,41922,43586,16354,7262,6498,4938,3967,2720,1163,665,19,22744,20015,827,7599,2451,8806,11094,5768,7868,431,318,333,233,183,113,37,16,0,836,822,6,311,59,307,536,183,268,15923,6944,6165,4705,3784,2607,1126,649,19,21908,19193,821,7288,2392,8499,10558,5585,7600
02/09/2022,Wednesday,608,37657,38265,18828,5563,4252,3306,2779,2020,917,580,20,20537,17078,650,9086,1990,10886,6450,2668,7185,157,122,98,84,50,43,27,26,1,309,285,14,125,36,100,209,27,111,18671,5441,4154,3222,2729,1977,890,554,19,20228,16793,636,8961,1954,10786,6241,2641,7074
12/03/2020,Thursday,2251,15284,17535,1356,4596,3712,2594,2418,1654,780,417,8,9659,7653,223,3674,668,2949,3347,602,6295,246,573,412,359,334,178,94,54,1,1184,1064,3,988,78,391,448,87,259,1110,4023,3300,2235,2084,1476,686,363,7,8475,6589,220,2686,590,2558,2899,515,6036
01/28/2022,Friday,979,21009,21988,4676,4700,3887,2865,2482,1800,948,625,5,11655,9767,566,2777,1714,4322,5714,1850,5611,203,194,186,110,96,100,62,28,0,514,460,5,252,83,154,285,41,164,4473,4506,3701,2755,2386,1700,886,597,5,11141,9307,561,2525,1631,4168,5429,1809,5447
10/15/2021,Friday,403,22737,23140,7800,4015,3842,2684,2172,1602,686,335,4,12642,10082,416,4776,1399,4696,5935,2172,4162,95,82,81,42,40,37,14,12,0,200,201,2,79,20,95,149,30,30,7705,3933,3761,2642,2132,1565,672,323,4,12442,9881,414,4697,1379,4601,5786,2142,4132
05/24/2020,Sunday,340,2525,2865,164,515,518,468,467,371,236,121,5,1332,1518,15,524,40,643,586,89,983,14,71,49,62,47,50,30,16,1,181,159,0,172,7,65,31,15,50,150,444,469,406,420,321,206,105,4,1151,1359,15,352,33,578,555,74,933
07/17/2020,Friday,380,9055,9435,662,2400,2000,1202,1117,1033,606,399,16,5080,3834,521,1645,214,1809,2301,460,3006,36,126,67,58,39,28,16,9,1,211,166,3,153,9,92,71,15,40,626,2274,1933,1144,1078,1005,590,390,15,4869,3668,518,1492,205,1717,2230,445,2966
07/04/2020,Saturday,75,1450,1525,130,301,269,167,200,216,151,90,1,807,710,8,124,45,407,405,57,487,7,20,13,11,8,8,3,5,0,38,35,2,13,3,17,23,3,16,123,281,256,156,192,208,148,85,1,769,675,6,111,42,390,382,54,471
06/30/2021,Wednesday,53,9821,9874,867,2149,2108,1745,1438,936,426,200,5,5079,4603,192,910,489,1824,1554,306,4791,8,12,12,10,4,3,3,1,0,23,30,0,11,4,11,21,1,5,859,2137,2096,1735,1434,933,423,199,5,5056,4573,192,899,485,1813,1533,305,4786
03/10/2020,Tuesday,9,47,56,8,12,14,5,7,2,6,1,1,30,25,1,6,3,5,26,5,11,1,1,3,1,0,0,2,1,0,6,3,0,0,1,1,6,1,0,7,11,11,4,7,2,4,0,1,24,22,1,6,2,4,20,4,11
05/30/2020,Saturday,288,2876,3164,169,562,539,484,500,484,279,145,2,1626,1510,28,616,50,625,570,141,1162,25,52,46,50,58,33,15,9,0,150,136,2,152,3,54,33,12,34,144,510,493,434,442,451,264,136,2,1476,1374,26,464,47,571,537,129,1128
01/29/2022,Saturday,758,10500,11258,2059,2155,2141,1621,1289,1090,572,315,16,5920,5241,97,1540,1049,2314,2260,501,3594,171,119,141,104,79,75,45,22,2,392,362,4,182,51,122,229,41,133,1888,2036,2000,1517,1210,1015,527,293,14,5528,4879,93,1358,998,2192,2031,460,3461
09/29/2021,Wednesday,537,25074,25611,7087,5012,4670,3137,2410,1942,803,543,7,13435,11153,1023,4102,1368,5709,6342,3008,5082,121,120,126,58,49,38,19,6,0,278,254,5,80,17,145,185,66,44,6966,4892,4544,3079,2361,1904,784,537,7,13157,10899,1018,4022,1351,5564,6157,2942,5038
08/11/2021,Wednesday,653,16357,17010,1422,4229,3966,2575,2186,1547,724,348,13,8649,8213,148,1681,821,2583,4027,709,7189,90,179,179,79,58,30,27,11,0,335,318,0,126,40,160,232,25,70,1332,4050,3787,2496,2128,1517,697,337,13,8314,7895,148,1555,781,2423,3795,684,7119
06/02/2020,Tuesday,340,3970,4310,191,699,774,665,728,635,387,218,13,2282,1834,194,622,139,983,781,181,1604,18,42,62,58,48,46,29,37,0,168,161,11,140,14,91,36,11,48,173,657,712,607,680,589,358,181,13,2114,1673,183,482,125,892,745,170,1556
05/14/2021,Friday,396,11217,11613,1458,2840,2143,1608,1487,1200,572,301,4,6046,5430,137,1770,729,2826,2589,447,3252,78,97,83,47,40,33,13,5,0,211,185,0,116,13,162,58,7,40,1380,2743,2060,1561,1447,1167,559,296,4,5835,5245,137,1654,716,2664,2531,440,3212
05/10/2021,Monday,515,16225,16740,1976,3795,3082,2238,2236,1809,882,706,16,8819,7721,200,2334,900,3606,3870,632,5398,127,89,89,79,69,36,15,11,0,278,236,1,126,23,214,87,16,49,1849,3706,2993,2159,2167,1773,867,695,16,8541,7485,199,2208,877,3392,3783,616,5349
03/18/2022,Friday,174,19083,19257,9300,2284,2079,1719,1608,1237,620,402,8,10363,8274,620,4649,1017,5815,3922,809,3045,27,43,42,18,17,12,11,4,0,93,79,2,31,10,21,71,14,27,9273,2241,2037,1701,1591,1225,609,398,8,10270,8195,618,4618,1007,5794,3851,795,3018
01/11/2021,Monday,1557,18593,20150,1165,5669,3994,2859,2530,2073,1073,712,75,11076,8820,254,3264,1016,3486,4947,786,6651,205,372,303,245,203,118,65,45,1,800,754,3,593,72,293,364,62,173,960,5297,3691,2614,2327,1955,1008,667,74,10276,8066,251,2671,944,3193,4583,724,6478
10/18/2020,Sunday,371,4617,4988,388,1428,1167,705,556,413,229,99,3,2582,2320,86,632,236,874,1493,198,1555,26,96,92,55,52,25,18,7,0,190,180,1,101,12,66,147,13,32,362,1332,1075,650,504,388,211,92,3,2392,2140,85,531,224,808,1346,185,1523
10/06/2021,Wednesday,460,25664,26125,7151,5119,4711,3238,2592,1916,855,532,11,14258,11458,409,4437,1484,5800,6499,2748,5157,105,107,94,56,42,32,13,11,0,233,227,0,81,16,119,164,30,50,7046,5012,4616,3182,2550,1884,842,521,11,14024,11231,409,4356,1468,5681,6334,2718,5107
03/30/2020,Monday,429,947,1376,28,198,292,239,230,199,120,70,0,742,628,6,172,42,410,245,62,445,5,54,73,76,78,64,42,37,0,207,222,0,91,11,203,78,16,30,23,144,219,163,152,135,78,33,0,535,406,6,81,31,207,167,46,415
08/30/2021,Monday,611,18169,18780,3436,4368,3710,2482,1866,1563,835,509,11,9887,8660,233,3261,971,3138,4525,914,5971,127,130,126,105,56,30,26,10,1,325,286,0,163,15,158,154,30,91,3309,4238,3584,2377,1810,1533,809,499,10,9562,8374,233,3098,956,2980,4371,884,5880
11/18/2020,Wednesday,2732,19634,22366,1789,6891,5013,2928,2476,1923,887,450,9,12078,9896,392,3927,855,3614,5902,893,7175,319,675,554,442,354,232,108,47,1,1374,1344,14,1096,72,505,604,94,361,1470,6216,4459,2486,2122,1691,779,403,8,10704,8552,378,2831,783,3109,5298,799,6814
10/10/2020,Saturday,474,5557,6031,465,1637,1311,776,726,617,334,162,3,3201,2786,44,1098,252,937,1743,237,1764,36,123,118,73,68,38,8,10,0,248,226,0,191,9,60,140,17,57,429,1514,1193,703,658,579,326,152,3,2953,2560,44,907,243,877,1603,220,1707
01/30/2022,Sunday,554,7218,7772,1395,1658,1601,1064,841,633,323,245,12,4145,3568,59,1136,645,1250,1976,334,2431,133,101,100,74,38,56,30,22,0,300,248,6,129,39,72,195,32,87,1262,1557,1501,990,803,577,293,223,12,3845,3320,53,1007,606,1178,1781,302,2344
04/09/2021,Friday,873,15289,16162,1843,4917,2943,2114,1843,1422,645,431,4,8494,7418,250,2365,1020,3366,4575,667,4169,148,245,169,134,81,62,23,11,0,462,410,1,244,28,261,234,22,84,1695,4672,2774,1980,1762,1360,622,420,4,8032,7008,249,2121,992,3105,4341,645,4085
06/04/2020,Thursday,511,4988,5499,241,1226,1093,799,822,683,372,250,13,2787,2487,225,1310,137,1120,968,169,1795,28,140,104,88,72,48,17,12,2,275,234,2,286,13,92,55,14,51,213,1086,989,711,750,635,355,238,11,2512,2253,223,1024,124,1028,913,155,1744
04/28/2021,Wednesday,656,15705,16361,1350,4358,2898,2139,2103,1834,886,726,67,8647,7491,223,2240,827,3907,3941,608,4838,89,168,147,112,79,31,14,16,0,356,300,0,199,28,228,121,19,61,1261,4190,2751,2027,2024,1803,872,710,67,8291,7191,223,2041,799,3679,3820,589,4777
04/25/2021,Sunday,324,4961,5285,679,1476,1016,646,585,449,291,139,4,2639,2568,78,761,328,1138,1491,203,1364,55,84,79,34,38,22,10,2,0,163,161,0,77,18,128,58,16,27,624,1392,937,612,547,427,281,137,4,2476,2407,78,684,310,1010,1433,187,1337
05/28/2020,Thursday,682,5367,6049,292,1139,1110,929,947,855,438,328,11,3097,2755,197,1351,130,1185,1005,171,2207,38,143,134,123,96,77,35,35,1,342,333,7,333,18,149,83,14,85,254,996,976,806,851,778,403,293,10,2755,2422,190,1018,112,1036,922,157,2122
07/18/2020,Saturday,156,3737,3893,259,823,735,503,546,522,342,159,4,2097,1737,59,442,84,887,823,125,1532,14,46,25,27,22,12,6,4,0,69,86,1,48,2,55,26,4,21,245,777,710,476,524,510,336,155,4,2028,1651,58,394,82,832,797,121,1511
04/29/2021,Thursday,624,13410,14034,1476,3952,2767,1866,1663,1296,617,388,9,7422,6280,332,2115,896,3061,3511,614,3837,115,153,130,82,69,45,15,15,0,309,315,0,178,20,221,133,15,57,1361,3799,2637,1784,1594,1251,602,373,9,7113,5965,332,1937,876,2840,3378,599,3780
09/24/2021,Friday,476,19348,19824,4367,4460,3651,2523,2167,1534,712,404,6,11077,8541,206,2718,1307,3969,4873,2409,4548,91,120,104,58,37,37,25,4,0,244,230,2,92,14,142,144,40,44,4276,4340,3547,2465,2130,1497,687,400,6,10833,8311,204,2626,1293,3827,4729,2369,4504
11/02/2021,Tuesday,561,30219,30780,11992,5202,4646,3311,2590,1720,802,509,8,16765,13130,885,5997,1620,6432,7460,2970,6301,147,114,127,69,37,37,17,13,0,297,263,1,89,13,124,211,56,68,11845,5088,4519,3242,2553,1683,785,496,8,16468,12867,884,5908,1607,6308,7249,2914,6233
08/22/2020,Saturday,206,3803,4009,355,1065,763,478,495,424,261,166,2,2217,1783,9,545,135,827,1022,204,1276,16,61,32,31,24,22,16,4,0,96,108,2,83,5,31,60,11,16,339,1004,731,447,471,402,245,162,2,2121,1675,7,462,130,796,962,193,1260
07/20/2021,Tuesday,198,9690,9888,1058,2218,2185,1551,1262,952,416,245,1,4798,4975,115,1066,407,1894,2107,429,3985,33,56,48,27,20,6,6,2,0,101,97,0,38,6,47,67,10,30,1025,2162,2137,1524,1242,946,410,243,1,4697,4878,115,1028,401,1847,2040,419,3955
06/07/2020,Sunday,146,1838,1984,86,418,378,245,301,296,169,85,6,1046,910,28,267,41,514,478,68,616,2,32,31,23,25,18,10,5,0,71,74,1,71,7,32,17,2,17,84,386,347,222,276,278,159,80,6,975,836,27,196,34,482,461,66,599
12/19/2020,Saturday,1009,9334,10343,819,2872,2515,1339,1143,930,468,253,4,5512,4737,94,1720,387,1347,3324,581,2984,110,203,189,180,152,92,50,33,0,529,474,6,433,47,140,243,54,92,709,2669,2326,1159,991,838,418,220,4,4983,4263,88,1287,340,1207,3081,527,2892
07/07/2021,Wednesday,94,9184,9278,1060,2006,1918,1342,1216,911,499,321,5,4854,4307,117,1179,506,2144,2002,321,3126,21,24,23,12,6,3,4,0,1,62,31,1,23,2,25,28,3,13,1039,1982,1895,1330,1210,908,495,321,4,4792,4276,116,1156,504,2119,1974,318,3113
04/06/2021,Tuesday,946,17463,18409,1773,5132,3409,2469,2278,1773,840,727,8,9758,8307,344,2515,1185,3840,4980,741,5148,139,267,200,137,94,70,19,19,1,483,462,1,268,73,266,234,29,76,1634,4865,3209,2332,2184,1703,821,708,7,9275,7845,343,2247,1112,3574,4746,712,5072
09/19/2020,Saturday,185,4204,4389,332,1197,869,543,547,485,286,128,2,2351,2017,21,677,146,889,1009,162,1506,9,59,37,26,28,13,5,7,1,104,80,1,76,4,17,52,11,25,323,1138,832,517,519,472,281,121,1,2247,1937,20,601,142,872,957,151,1481
09/15/2020,Tuesday,414,9684,10098,636,2768,2198,1310,1271,975,567,368,5,5613,4274,211,1653,363,1679,2502,345,3556,55,108,81,59,51,35,17,8,0,218,196,0,211,10,57,97,13,26,581,2660,2117,1251,1220,940,550,360,5,5395,4078,211,1442,353,1622,2405,332,3530
04/27/2021,Tuesday,677,15825,16502,1489,4243,3075,2208,2158,1693,884,736,16,8972,7296,234,2345,1014,3501,4025,638,4979,111,172,138,99,74,54,16,13,0,354,322,1,193,20,267,119,19,59,1378,4071,2937,2109,2084,1639,868,723,16,8618,6974,233,2152,994,3234,3906,619,4920
01/20/2021,Wednesday,1000,13986,14986,1020,4858,3049,1845,1778,1321,648,462,5,7739,6821,426,2386,638,2813,3960,642,4547,128,267,180,151,126,89,39,20,0,486,511,3,351,44,213,234,37,121,892,4591,2869,1694,1652,1232,609,442,5,7253,6310,423,2035,594,2600,3726,605,4426
03/22/2022,Tuesday,189,17592,17781,10231,2076,1688,1318,1116,765,399,183,5,9543,7980,258,4871,728,5832,3832,827,1691,39,42,45,25,16,12,8,2,0,115,72,2,18,12,28,96,10,25,10192,2034,1643,1293,1100,753,391,181,5,9428,7908,256,4853,716,5804,3736,817,1666
12/01/2021,Wednesday,1423,36068,37491,12999,6786,5847,4170,3313,2472,1148,738,18,20014,16493,984,6684,1923,8470,8249,4536,7629,333,342,264,205,115,83,49,30,2,767,650,6,234,42,318,409,183,237,12666,6444,5583,3965,3198,2389,1099,708,16,19247,15843,978,6450,1881,8152,7840,4353,7392
12/19/2021,Sunday,2907,20605,23512,3603,6816,5562,3137,2270,1303,551,264,6,13004,10266,242,2197,1321,4632,8152,2666,4544,430,913,746,385,242,114,50,27,0,1603,1285,19,328,117,767,1025,249,421,3173,5903,4816,2752,2028,1189,501,237,6,11401,8981,223,1869,1204,3865,7127,2417,4123
01/10/2021,Sunday,577,5607,6184,564,1699,1326,870,734,560,271,155,5,3201,2868,115,846,247,1005,2026,349,1711,63,147,101,87,77,53,31,18,0,302,271,4,159,32,111,194,26,55,501,1552,1225,783,657,507,240,137,5,2899,2597,111,687,215,894,1832,323,1656
04/15/2021,Thursday,748,14439,15187,1387,4533,3103,1968,1820,1364,639,368,5,8046,6796,345,2284,930,2922,4130,715,4206,168,184,156,100,62,42,24,12,0,383,365,0,236,22,245,166,22,57,1219,4349,2947,1868,1758,1322,615,356,5,7663,6431,345,2048,908,2677,3964,693,4149
10/17/2021,Sunday,223,7346,7569,1278,1580,1582,1090,852,644,359,180,4,4083,3423,63,878,387,1606,2292,810,1596,44,47,57,26,21,10,12,6,0,132,91,0,37,13,37,103,17,16,1234,1533,1525,1064,831,634,347,174,4,3951,3332,63,841,374,1569,2189,793,1580
